device_id,device_type,brand,model,os_version,app_version
D01697,Android,Samsung,Galaxy S23,iOS 16,5.1.8
D01698,iOS,Apple,iPhone 13,Android 14,5.2.0
D01699,Android,Realme,11T Pro,Android 13,5.2.2
D01700,Android,Oppo,Galaxy A54,iOS 18,5.2.1
D01701,iOS,Apple,iPhone 14,iOS 16,5.2.1
D01702,Android,Nothing,Galaxy A54,Android 13,5.2.1
D01703,Android,OnePlus,V29,Android 12,5.2.1
D01704,Android,Realme,Nord CE 3,iOS 18,5.1.9
D01705,Android,Samsung,Reno 11,Android 12,5.2.0
D01706,iOS,Apple,iPhone 13,Android 12,5.2.2
D01707,iOS,Apple,iPhone 13,Android 12,5.2.1
D01708,Android,Motorola,Edge 50,Android 14,5.1.9
D01709,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01710,iOS,Apple,iPhone 16,iOS 17,5.2.2
D01711,iOS,Apple,iPhone 13,Android 14,5.1.9
D01712,Android,OnePlus,V29,iOS 17,5.1.8
D01713,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01714,Android,Realme,Phone 2,Android 12,5.1.8
D01715,Android,OnePlus,Edge 50,Android 12,5.2.2
D01716,iOS,Apple,iPhone 15,iOS 18,5.2.0
D01717,Android,Xiaomi,Realme GT,iOS 16,5.2.2
D01718,Android,Oppo,Galaxy S23,iOS 18,5.1.9
D01719,iOS,Apple,iPhone 13,iOS 18,5.1.9
D01720,iOS,Apple,iPhone 15,iOS 18,5.2.0
D01721,Android,Xiaomi,Reno 11,Android 14,5.1.8
D01722,iOS,Apple,iPhone 16,iOS 18,5.2.0
D01723,iOS,Apple,iPhone 14,Android 13,5.2.0
D01724,Android,Samsung,11T Pro,Android 13,5.1.9
D01725,iOS,Apple,iPhone 16,Android 12,5.2.2
D01726,iOS,Apple,iPhone 13,Android 14,5.1.9
D01727,iOS,Apple,iPhone 16,Android 13,5.1.8
D01728,iOS,Apple,iPhone 13,Android 13,5.1.9
D01729,iOS,Apple,iPhone 15,Android 12,5.1.8
D01730,Android,Motorola,Realme GT,iOS 17,5.2.2
D01731,iOS,Apple,iPhone 16,iOS 18,5.1.8
D01732,Android,Realme,Reno 11,Android 14,5.1.8
D01733,iOS,Apple,iPhone 15,Android 14,5.2.1
D01734,Android,Oppo,Edge 50,iOS 17,5.2.2
D01735,Android,Oppo,Nord CE 3,Android 14,5.1.9
D01736,iOS,Apple,iPhone 16,iOS 18,5.2.0
D01737,Android,OnePlus,Galaxy S23,iOS 17,5.1.8
D01738,iOS,Apple,iPhone 14,Android 12,5.1.8
D01739,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01740,Android,Motorola,Galaxy S23,iOS 18,5.1.8
D01741,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01742,iOS,Apple,iPhone 15,iOS 17,5.2.0
D01743,Android,Nothing,Reno 11,iOS 17,5.2.2
D01744,Android,Vivo,Galaxy A54,iOS 16,5.1.8
D01745,Android,Vivo,V29,iOS 16,5.2.2
D01746,iOS,Apple,iPhone 13,Android 13,5.2.1
D01747,iOS,Apple,iPhone 15,iOS 16,5.1.8
D01748,Android,Xiaomi,Nord CE 3,Android 13,5.2.0
D01749,iOS,Apple,iPhone 13,Android 14,5.2.0
D01750,iOS,Apple,iPhone 15,iOS 18,5.1.9
D01751,Android,Nothing,11T Pro,Android 12,5.1.8
D01752,iOS,Apple,iPhone 13,Android 14,5.1.8
D01753,Android,Samsung,Reno 11,Android 12,5.2.2
D01754,Android,Motorola,Realme GT,iOS 16,5.2.1
D01755,iOS,Apple,iPhone 15,iOS 17,5.1.8
D01756,Android,OnePlus,Reno 11,iOS 18,5.2.1
D01757,iOS,Apple,iPhone 16,iOS 17,5.1.9
D01758,iOS,Apple,iPhone 14,Android 13,5.1.9
D01759,Android,Vivo,11T Pro,iOS 16,5.2.0
D01760,Android,Xiaomi,Phone 2,iOS 16,5.2.1
D01761,iOS,Apple,iPhone 16,Android 14,5.2.2
D01762,iOS,Apple,iPhone 16,iOS 18,5.1.8
D01763,Android,Oppo,Galaxy S23,Android 14,5.2.2
D01764,iOS,Apple,iPhone 13,iOS 18,5.2.1
D01765,iOS,Apple,iPhone 14,iOS 18,5.2.0
D01766,Android,Nothing,Galaxy S23,Android 12,5.2.0
D01767,Android,OnePlus,11T Pro,Android 13,5.1.8
D01768,Android,Motorola,Galaxy A54,iOS 16,5.2.0
D01769,Android,Vivo,Realme GT,iOS 16,5.2.1
D01770,Android,Vivo,11T Pro,Android 14,5.2.1
D01771,Android,Vivo,Phone 2,iOS 16,5.2.0
D01772,Android,OnePlus,Nord CE 3,Android 12,5.2.2
D01773,iOS,Apple,iPhone 15,Android 12,5.1.8
D01774,iOS,Apple,iPhone 14,Android 13,5.2.2
D01775,Android,Realme,Reno 11,Android 12,5.1.8
D01776,iOS,Apple,iPhone 14,Android 14,5.1.9
D01777,iOS,Apple,iPhone 16,iOS 18,5.2.0
D01778,iOS,Apple,iPhone 16,iOS 17,5.1.9
D01779,iOS,Apple,iPhone 13,Android 13,5.1.8
D01780,Android,Oppo,Nord CE 3,Android 14,5.1.8
D01781,Android,Oppo,V29,Android 12,5.2.2
D01782,Android,Samsung,Edge 50,Android 14,5.2.1
D01783,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01784,iOS,Apple,iPhone 15,iOS 17,5.1.9
D01785,iOS,Apple,iPhone 16,iOS 18,5.1.8
D01786,Android,Realme,Nord CE 3,Android 14,5.2.0
D01787,iOS,Apple,iPhone 13,iOS 18,5.2.2
D01788,Android,Realme,Galaxy S23,iOS 18,5.1.8
D01789,Android,Nothing,Realme GT,Android 12,5.1.8
D01790,iOS,Apple,iPhone 16,Android 12,5.2.2
D01791,Android,Oppo,Realme GT,Android 14,5.2.0
D01792,Android,Samsung,Phone 2,Android 14,5.2.0
D01793,iOS,Apple,iPhone 16,iOS 18,5.2.1
D01794,iOS,Apple,iPhone 16,iOS 17,5.2.1
D01795,Android,OnePlus,V29,Android 12,5.1.8
D01796,Android,Nothing,Reno 11,Android 12,5.2.2
D01797,iOS,Apple,iPhone 15,iOS 18,5.1.8
D01798,Android,Oppo,Galaxy A54,iOS 16,5.1.8
D01799,Android,Realme,11T Pro,iOS 17,5.2.2
D01800,Android,Xiaomi,Edge 50,iOS 16,5.2.0
D01801,iOS,Apple,iPhone 14,iOS 18,5.1.8
D01802,Android,Nothing,V29,iOS 18,5.2.1
D01803,Android,Realme,11T Pro,Android 14,5.2.1
D01804,iOS,Apple,iPhone 13,Android 14,5.1.9
D01805,iOS,Apple,iPhone 15,Android 12,5.1.9
D01806,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01807,iOS,Apple,iPhone 13,Android 13,5.2.1
D01808,Android,Nothing,11T Pro,iOS 16,5.2.2
D01809,iOS,Apple,iPhone 13,iOS 18,5.1.9
D01810,iOS,Apple,iPhone 16,Android 13,5.2.2
D01811,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01812,iOS,Apple,iPhone 13,iOS 17,5.1.8
D01813,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01814,iOS,Apple,iPhone 15,Android 12,5.2.2
D01815,iOS,Apple,iPhone 13,Android 14,5.2.0
D01816,Android,Realme,Nord CE 3,iOS 18,5.2.2
D01817,Android,Samsung,Nord CE 3,Android 13,5.2.1
D01818,Android,Motorola,Edge 50,Android 13,5.2.0
D01819,Android,OnePlus,Reno 11,iOS 16,5.2.0
D01820,Android,Vivo,Realme GT,iOS 16,5.2.1
D01821,iOS,Apple,iPhone 15,Android 13,5.2.1
D01822,Android,Nothing,Reno 11,Android 14,5.2.0
D01823,Android,Xiaomi,Reno 11,iOS 17,5.2.2
D01824,iOS,Apple,iPhone 14,Android 12,5.2.1
D01825,Android,Realme,Reno 11,Android 12,5.2.1
D01826,Android,Nothing,Phone 2,iOS 18,5.1.9
D01827,Android,Nothing,V29,Android 12,5.2.0
D01828,Android,Vivo,Realme GT,iOS 17,5.2.0
D01829,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01830,Android,OnePlus,Reno 11,iOS 17,5.1.8
D01831,Android,Samsung,Realme GT,iOS 17,5.2.2
D01832,Android,Xiaomi,Phone 2,Android 14,5.2.2
D01833,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01834,Android,Vivo,Reno 11,Android 12,5.2.0
D01835,iOS,Apple,iPhone 14,Android 14,5.2.2
D01836,Android,OnePlus,Realme GT,iOS 16,5.2.1
D01837,iOS,Apple,iPhone 13,Android 14,5.2.0
D01838,Android,OnePlus,V29,iOS 18,5.1.9
D01839,iOS,Apple,iPhone 14,iOS 18,5.2.0
D01840,iOS,Apple,iPhone 15,Android 12,5.2.2
D01841,iOS,Apple,iPhone 15,Android 12,5.2.2
D01842,Android,Oppo,V29,Android 13,5.1.8
D01843,Android,Realme,Galaxy S23,Android 12,5.2.0
D01844,iOS,Apple,iPhone 15,iOS 17,5.2.1
D01845,Android,Motorola,11T Pro,Android 14,5.2.1
D01846,Android,Nothing,Realme GT,iOS 16,5.1.8
D01847,iOS,Apple,iPhone 15,Android 14,5.2.0
D01848,Android,Vivo,Galaxy A54,iOS 16,5.2.2
D01849,Android,Motorola,Realme GT,iOS 16,5.1.8
D01850,iOS,Apple,iPhone 14,iOS 18,5.1.8
D01851,Android,Oppo,Nord CE 3,iOS 18,5.1.8
D01852,Android,Vivo,Realme GT,Android 13,5.1.8
D01853,Android,OnePlus,Phone 2,Android 12,5.2.1
D01854,iOS,Apple,iPhone 14,Android 12,5.2.1
D01855,iOS,Apple,iPhone 16,iOS 18,5.2.1
D01856,iOS,Apple,iPhone 16,iOS 17,5.2.0
D01857,Android,Xiaomi,Nord CE 3,iOS 17,5.1.8
D01858,iOS,Apple,iPhone 13,Android 12,5.1.9
D01859,iOS,Apple,iPhone 14,Android 12,5.2.0
D01860,Android,Nothing,Galaxy A54,iOS 16,5.2.1
D01861,iOS,Apple,iPhone 13,iOS 17,5.1.9
D01862,Android,OnePlus,Phone 2,iOS 16,5.1.8
D01863,Android,Samsung,11T Pro,Android 12,5.2.2
D01864,iOS,Apple,iPhone 16,iOS 18,5.2.2
D01865,Android,Xiaomi,11T Pro,iOS 18,5.1.8
D01866,Android,Realme,Realme GT,iOS 17,5.1.9
D01867,iOS,Apple,iPhone 16,Android 12,5.1.8
D01868,Android,Xiaomi,Galaxy S23,iOS 16,5.2.2
D01869,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01870,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01871,iOS,Apple,iPhone 14,iOS 18,5.1.9
D01872,Android,Oppo,Edge 50,iOS 16,5.2.1
D01873,Android,Oppo,11T Pro,Android 13,5.2.1
D01874,iOS,Apple,iPhone 13,Android 12,5.2.1
D01875,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01876,iOS,Apple,iPhone 13,iOS 16,5.2.2
D01877,Android,Samsung,Realme GT,Android 13,5.2.1
D01878,iOS,Apple,iPhone 14,Android 13,5.1.8
D01879,Android,OnePlus,V29,Android 13,5.2.0
D01880,Android,Nothing,Edge 50,iOS 18,5.1.9
D01881,iOS,Apple,iPhone 16,Android 14,5.1.8
D01882,iOS,Apple,iPhone 15,iOS 16,5.1.9
D01883,iOS,Apple,iPhone 15,Android 13,5.2.1
D01884,iOS,Apple,iPhone 15,iOS 18,5.1.8
D01885,iOS,Apple,iPhone 13,iOS 16,5.1.8
D01886,iOS,Apple,iPhone 14,iOS 16,5.2.1
D01887,Android,Samsung,Galaxy A54,Android 12,5.2.1
D01888,Android,Samsung,11T Pro,Android 14,5.1.9
D01889,iOS,Apple,iPhone 15,iOS 17,5.1.9
D01890,iOS,Apple,iPhone 15,Android 14,5.2.1
D01891,iOS,Apple,iPhone 14,Android 13,5.1.8
D01892,Android,Samsung,Edge 50,iOS 16,5.2.1
D01893,Android,Oppo,Galaxy A54,Android 14,5.2.0
D01894,Android,Xiaomi,Galaxy A54,iOS 17,5.1.9
D01895,iOS,Apple,iPhone 15,Android 13,5.1.8
D01896,iOS,Apple,iPhone 16,Android 14,5.2.2
D01897,Android,Samsung,Phone 2,iOS 17,5.2.2
D01898,Android,OnePlus,Galaxy S23,Android 12,5.2.1
D01899,Android,Vivo,Phone 2,Android 12,5.2.1
D01900,Android,Motorola,Galaxy A54,iOS 18,5.2.0
D01901,Android,Oppo,Phone 2,Android 13,5.2.0
D01902,Android,Motorola,V29,iOS 17,5.1.9
D01903,Android,Motorola,Galaxy S23,Android 13,5.1.8
D01904,Android,Oppo,Nord CE 3,Android 13,5.2.0
D01905,Android,Vivo,Galaxy S23,iOS 16,5.2.1
D01906,Android,Motorola,V29,Android 12,5.1.9
D01907,Android,Realme,Nord CE 3,iOS 16,5.1.8
D01908,iOS,Apple,iPhone 14,Android 14,5.1.8
D01909,Android,Samsung,Edge 50,iOS 17,5.2.1
D01910,Android,Oppo,Phone 2,iOS 18,5.1.8
D01911,Android,Samsung,V29,Android 12,5.1.9
D01912,iOS,Apple,iPhone 14,Android 14,5.2.0
D01913,iOS,Apple,iPhone 15,Android 12,5.2.2
D01914,iOS,Apple,iPhone 16,Android 13,5.2.1
D01915,Android,Nothing,Galaxy A54,iOS 18,5.1.9
D01916,Android,OnePlus,Edge 50,Android 12,5.2.1
D01917,iOS,Apple,iPhone 14,iOS 17,5.1.8
D01918,iOS,Apple,iPhone 14,Android 12,5.2.1
D01919,Android,Xiaomi,Reno 11,iOS 17,5.2.2
D01920,iOS,Apple,iPhone 13,iOS 16,5.2.0
D01921,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01922,Android,Realme,Nord CE 3,iOS 18,5.1.9
D01923,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01924,iOS,Apple,iPhone 15,Android 12,5.1.9
D01925,Android,Xiaomi,Edge 50,Android 14,5.2.2
D01926,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01927,Android,Samsung,11T Pro,iOS 16,5.2.0
D01928,iOS,Apple,iPhone 15,Android 13,5.1.8
D01929,iOS,Apple,iPhone 16,iOS 16,5.1.8
D01930,Android,Samsung,Realme GT,Android 14,5.2.2
D01931,Android,Motorola,Realme GT,Android 13,5.1.9
D01932,iOS,Apple,iPhone 16,iOS 18,5.2.1
D01933,iOS,Apple,iPhone 15,Android 13,5.2.2
D01934,Android,OnePlus,11T Pro,iOS 17,5.1.8
D01935,iOS,Apple,iPhone 16,iOS 16,5.2.1
D01936,iOS,Apple,iPhone 15,iOS 16,5.1.9
D01937,Android,OnePlus,11T Pro,iOS 16,5.1.8
D01938,Android,Xiaomi,V29,Android 14,5.2.1
D01939,Android,Xiaomi,Phone 2,iOS 18,5.2.2
D01940,Android,Samsung,Realme GT,Android 14,5.2.2
D01941,iOS,Apple,iPhone 14,Android 14,5.2.0
D01942,Android,Xiaomi,Edge 50,iOS 18,5.2.1
D01943,Android,Motorola,Nord CE 3,iOS 16,5.1.8
D01944,Android,Vivo,Galaxy S23,iOS 17,5.2.0
D01945,Android,Vivo,11T Pro,Android 13,5.1.8
D01946,iOS,Apple,iPhone 14,iOS 16,5.2.1
D01947,iOS,Apple,iPhone 15,Android 13,5.1.8
D01948,iOS,Apple,iPhone 13,Android 12,5.2.0
D01949,iOS,Apple,iPhone 15,Android 12,5.2.0
D01950,Android,OnePlus,Galaxy A54,Android 12,5.1.9
D01951,Android,Xiaomi,Galaxy S23,Android 12,5.1.9
D01952,iOS,Apple,iPhone 13,Android 14,5.1.8
D01953,iOS,Apple,iPhone 15,Android 14,5.1.9
D01954,Android,Samsung,Galaxy S23,Android 14,5.2.1
D01955,iOS,Apple,iPhone 16,Android 12,5.2.2
D01956,Android,Nothing,Reno 11,iOS 17,5.1.9
D01957,Android,Nothing,Galaxy S23,iOS 16,5.1.8
D01958,Android,Xiaomi,Realme GT,iOS 18,5.1.8
D01959,Android,Realme,Reno 11,iOS 18,5.2.1
D01960,iOS,Apple,iPhone 16,Android 14,5.2.0
D01961,iOS,Apple,iPhone 16,Android 14,5.2.1
D01962,Android,Realme,V29,Android 13,5.2.1
D01963,Android,Samsung,Reno 11,Android 12,5.2.2
D01964,iOS,Apple,iPhone 14,Android 13,5.2.0
D01965,iOS,Apple,iPhone 15,Android 13,5.2.1
D01966,iOS,Apple,iPhone 15,iOS 17,5.1.9
D01967,Android,Oppo,Nord CE 3,iOS 18,5.1.9
D01968,Android,Nothing,Phone 2,iOS 17,5.2.0
D01969,Android,OnePlus,Galaxy A54,Android 13,5.2.2
D01970,Android,Vivo,Reno 11,iOS 18,5.2.0
D01971,Android,Xiaomi,Edge 50,iOS 17,5.1.9
D01972,iOS,Apple,iPhone 14,iOS 17,5.2.1
D01973,Android,OnePlus,Galaxy A54,Android 14,5.2.0
D01974,iOS,Apple,iPhone 13,Android 12,5.2.1
D01975,Android,Xiaomi,Galaxy A54,Android 12,5.2.0
D01976,iOS,Apple,iPhone 14,Android 12,5.2.1
D01977,iOS,Apple,iPhone 14,Android 12,5.2.2
D01978,iOS,Apple,iPhone 14,Android 14,5.1.9
D01979,Android,Realme,Galaxy S23,Android 13,5.2.0
D01980,iOS,Apple,iPhone 13,iOS 17,5.1.9
D01981,Android,Samsung,Galaxy A54,Android 14,5.2.2
D01982,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01983,iOS,Apple,iPhone 16,iOS 18,5.2.0
D01984,Android,Xiaomi,Reno 11,iOS 18,5.2.2
D01985,iOS,Apple,iPhone 15,iOS 17,5.1.9
D01986,iOS,Apple,iPhone 16,iOS 16,5.1.9
D01987,iOS,Apple,iPhone 13,iOS 16,5.2.1
D01988,iOS,Apple,iPhone 15,Android 14,5.2.1
D01989,iOS,Apple,iPhone 14,iOS 18,5.2.0
D01990,Android,Motorola,Realme GT,Android 14,5.1.9
D01991,Android,Motorola,Edge 50,Android 14,5.1.8
D01992,Android,Vivo,Phone 2,iOS 17,5.2.2
D01993,Android,Oppo,V29,iOS 17,5.1.8
D01994,iOS,Apple,iPhone 13,iOS 16,5.2.0
D01995,iOS,Apple,iPhone 15,iOS 16,5.2.0
D01996,Android,Samsung,Edge 50,iOS 17,5.1.8
D01997,iOS,Apple,iPhone 16,Android 13,5.2.0
D01998,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01999,iOS,Apple,iPhone 14,Android 12,5.1.9
D02000,iOS,Apple,iPhone 16,Android 13,5.1.8
D02001,iOS,Apple,iPhone 13,Android 13,5.2.1
D02002,Android,Realme,11T Pro,iOS 18,5.2.1
D02003,iOS,Apple,iPhone 13,iOS 17,5.2.2
D02004,iOS,Apple,iPhone 14,Android 12,5.1.9
D02005,Android,Vivo,Galaxy A54,Android 12,5.2.1
D02006,Android,Nothing,V29,Android 12,5.2.2
D02007,iOS,Apple,iPhone 16,iOS 16,5.2.2
D02008,Android,Motorola,Galaxy A54,iOS 16,5.2.2
D02009,Android,Xiaomi,Phone 2,Android 12,5.2.1
D02010,iOS,Apple,iPhone 15,Android 14,5.2.2
D02011,iOS,Apple,iPhone 14,Android 12,5.1.8
D02012,iOS,Apple,iPhone 15,Android 13,5.1.9
D02013,Android,Nothing,Edge 50,iOS 17,5.1.9
D02014,Android,Oppo,Realme GT,Android 14,5.1.8
D02015,Android,Vivo,V29,iOS 17,5.1.8
D02016,Android,Vivo,Galaxy S23,Android 12,5.1.9
D02017,Android,Oppo,Galaxy S23,iOS 17,5.2.2
D02018,iOS,Apple,iPhone 16,iOS 17,5.2.2
D02019,iOS,Apple,iPhone 14,iOS 16,5.2.2
D02020,iOS,Apple,iPhone 14,Android 13,5.2.1
D02021,iOS,Apple,iPhone 15,Android 13,5.1.9
D02022,Android,Oppo,Realme GT,Android 13,5.1.8
D02023,Android,Oppo,11T Pro,Android 13,5.2.1
D02024,iOS,Apple,iPhone 14,Android 14,5.1.8
D02025,iOS,Apple,iPhone 16,Android 14,5.2.0
D02026,Android,Oppo,Realme GT,Android 13,5.1.8
D02027,iOS,Apple,iPhone 14,iOS 16,5.2.0
D02028,Android,OnePlus,V29,iOS 17,5.2.1
D02029,Android,Samsung,Reno 11,Android 14,5.1.8
D02030,Android,Realme,V29,iOS 16,5.1.9
D02031,iOS,Apple,iPhone 16,Android 14,5.2.1
D02032,Android,Vivo,Galaxy S23,Android 13,5.2.1
D02033,Android,Realme,Reno 11,iOS 18,5.2.1
D02034,iOS,Apple,iPhone 16,iOS 18,5.2.1
D02035,Android,Samsung,Phone 2,Android 13,5.1.9
D02036,Android,Oppo,Realme GT,iOS 18,5.2.1
D02037,iOS,Apple,iPhone 15,iOS 17,5.2.2
D02038,Android,Oppo,Galaxy S23,iOS 17,5.2.1
D02039,iOS,Apple,iPhone 16,iOS 16,5.1.8
D02040,Android,OnePlus,Galaxy S23,Android 12,5.1.8
D02041,Android,Motorola,Edge 50,Android 14,5.2.1
D02042,iOS,Apple,iPhone 14,Android 14,5.2.0
D02043,Android,Oppo,Realme GT,Android 14,5.2.2
D02044,Android,Motorola,Nord CE 3,iOS 17,5.2.2
D02045,Android,Xiaomi,Nord CE 3,iOS 17,5.1.8
D02046,iOS,Apple,iPhone 16,Android 14,5.1.9
D02047,iOS,Apple,iPhone 16,Android 13,5.2.1
D02048,Android,OnePlus,11T Pro,iOS 17,5.2.1
D02049,iOS,Apple,iPhone 13,Android 14,5.1.9
D02050,Android,Samsung,Nord CE 3,Android 12,5.1.9
D02051,Android,Nothing,Realme GT,iOS 18,5.1.9
D02052,Android,Xiaomi,Edge 50,Android 13,5.2.0
D02053,Android,Realme,Edge 50,iOS 18,5.2.1
D02054,Android,Samsung,Galaxy S23,Android 14,5.2.2
D02055,Android,Xiaomi,V29,Android 12,5.2.2
D02056,Android,Realme,Galaxy S23,iOS 18,5.2.1
D02057,iOS,Apple,iPhone 13,iOS 18,5.2.0
D02058,iOS,Apple,iPhone 15,Android 12,5.2.0
D02059,Android,OnePlus,11T Pro,Android 12,5.1.8
D02060,Android,Samsung,11T Pro,Android 12,5.2.2
D02061,iOS,Apple,iPhone 14,Android 13,5.1.8
D02062,iOS,Apple,iPhone 16,iOS 16,5.1.9
D02063,Android,Motorola,Galaxy A54,Android 14,5.1.9
D02064,Android,Realme,Galaxy A54,iOS 16,5.1.9
D02065,iOS,Apple,iPhone 14,iOS 18,5.1.8
D02066,iOS,Apple,iPhone 15,Android 12,5.1.8
D02067,iOS,Apple,iPhone 16,iOS 17,5.2.0
D02068,Android,OnePlus,Reno 11,Android 14,5.1.9
D02069,iOS,Apple,iPhone 14,iOS 16,5.1.8
D02070,Android,Nothing,Galaxy S23,iOS 18,5.1.8
D02071,iOS,Apple,iPhone 13,iOS 16,5.1.9
D02072,Android,OnePlus,Galaxy A54,Android 12,5.1.8
D02073,Android,Samsung,Edge 50,iOS 16,5.2.1
D02074,iOS,Apple,iPhone 15,iOS 17,5.2.1
D02075,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02076,iOS,Apple,iPhone 15,Android 14,5.2.1
D02077,Android,Oppo,11T Pro,iOS 17,5.2.1
D02078,iOS,Apple,iPhone 14,Android 14,5.2.2
D02079,Android,Realme,Realme GT,Android 14,5.2.0
D02080,iOS,Apple,iPhone 15,iOS 16,5.1.8
D02081,Android,Nothing,Nord CE 3,iOS 18,5.2.0
D02082,iOS,Apple,iPhone 16,iOS 16,5.2.2
D02083,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02084,Android,Nothing,Edge 50,Android 12,5.1.8
D02085,Android,Realme,V29,iOS 17,5.1.8
D02086,Android,Xiaomi,Galaxy S23,iOS 16,5.2.1
D02087,iOS,Apple,iPhone 14,iOS 18,5.2.0
D02088,iOS,Apple,iPhone 13,Android 12,5.2.0
D02089,iOS,Apple,iPhone 14,iOS 18,5.2.2
D02090,iOS,Apple,iPhone 13,iOS 16,5.2.0
D02091,Android,Motorola,Phone 2,iOS 17,5.1.8
D02092,iOS,Apple,iPhone 13,iOS 18,5.1.8
D02093,iOS,Apple,iPhone 16,iOS 18,5.1.9
D02094,iOS,Apple,iPhone 16,Android 14,5.2.0
D02095,iOS,Apple,iPhone 14,iOS 16,5.1.9
D02096,iOS,Apple,iPhone 15,Android 12,5.2.0
D02097,Android,Samsung,Phone 2,iOS 16,5.2.0
D02098,iOS,Apple,iPhone 15,iOS 17,5.2.1
D02099,iOS,Apple,iPhone 14,Android 12,5.2.1
D02100,Android,Samsung,Phone 2,Android 14,5.2.2
D02101,Android,Realme,11T Pro,iOS 17,5.2.0
D02102,Android,Realme,V29,iOS 17,5.2.2
D02103,Android,Samsung,Phone 2,Android 12,5.2.0
D02104,Android,Samsung,Reno 11,iOS 17,5.1.8
D02105,Android,Nothing,Realme GT,iOS 18,5.2.0
D02106,iOS,Apple,iPhone 13,Android 12,5.1.9
D02107,iOS,Apple,iPhone 14,Android 12,5.1.8
D02108,Android,Motorola,Phone 2,iOS 18,5.2.0
D02109,Android,Nothing,Realme GT,iOS 16,5.2.1
D02110,iOS,Apple,iPhone 14,iOS 17,5.2.2
D02111,iOS,Apple,iPhone 13,Android 13,5.2.1
D02112,iOS,Apple,iPhone 13,iOS 17,5.1.9
D02113,iOS,Apple,iPhone 13,iOS 16,5.1.8
D02114,Android,Motorola,Realme GT,iOS 18,5.2.1
D02115,Android,Xiaomi,Galaxy A54,iOS 17,5.2.1
D02116,Android,Samsung,Galaxy A54,Android 13,5.1.9
D02117,iOS,Apple,iPhone 15,Android 14,5.1.8
D02118,iOS,Apple,iPhone 15,Android 13,5.2.2
D02119,Android,Xiaomi,Galaxy A54,iOS 17,5.2.2
D02120,Android,Oppo,Galaxy S23,Android 14,5.2.1
D02121,iOS,Apple,iPhone 13,iOS 18,5.2.2
D02122,Android,Realme,Phone 2,Android 13,5.1.9
D02123,iOS,Apple,iPhone 13,iOS 18,5.1.8
D02124,Android,Samsung,Reno 11,iOS 17,5.2.0
D02125,iOS,Apple,iPhone 14,Android 13,5.2.0
D02126,iOS,Apple,iPhone 16,iOS 17,5.1.8
D02127,iOS,Apple,iPhone 13,Android 13,5.2.1
D02128,iOS,Apple,iPhone 13,iOS 17,5.1.9
D02129,Android,Xiaomi,Realme GT,Android 13,5.1.8
D02130,iOS,Apple,iPhone 16,iOS 16,5.2.2
D02131,iOS,Apple,iPhone 14,iOS 17,5.1.9
D02132,iOS,Apple,iPhone 14,Android 13,5.2.1
D02133,iOS,Apple,iPhone 13,iOS 18,5.2.2
D02134,iOS,Apple,iPhone 15,Android 14,5.2.0
D02135,Android,Xiaomi,V29,Android 12,5.2.0
D02136,iOS,Apple,iPhone 14,Android 12,5.2.1
D02137,Android,Vivo,Galaxy S23,iOS 16,5.1.9
D02138,Android,OnePlus,Galaxy S23,Android 12,5.1.9
D02139,iOS,Apple,iPhone 14,Android 13,5.1.8
D02140,iOS,Apple,iPhone 13,iOS 18,5.1.9
D02141,iOS,Apple,iPhone 15,iOS 17,5.1.8
D02142,Android,Oppo,Galaxy S23,iOS 16,5.1.8
D02143,iOS,Apple,iPhone 16,Android 13,5.2.0
D02144,iOS,Apple,iPhone 16,iOS 18,5.2.1
D02145,iOS,Apple,iPhone 16,iOS 18,5.1.8
D02146,Android,Motorola,Galaxy S23,iOS 17,5.2.1
D02147,iOS,Apple,iPhone 14,Android 12,5.1.8
D02148,Android,Samsung,Phone 2,Android 12,5.2.2
D02149,iOS,Apple,iPhone 13,Android 14,5.1.9
D02150,Android,OnePlus,11T Pro,Android 13,5.2.2
D02151,Android,Vivo,V29,iOS 16,5.1.8
D02152,iOS,Apple,iPhone 15,iOS 16,5.1.8
D02153,iOS,Apple,iPhone 13,iOS 17,5.2.0
D02154,iOS,Apple,iPhone 16,Android 13,5.2.2
D02155,Android,Vivo,Realme GT,iOS 16,5.1.9
D02156,Android,Motorola,Nord CE 3,Android 12,5.2.2
D02157,iOS,Apple,iPhone 16,Android 14,5.1.9
