session_id,user_id,device_id,session_date,hour,session_duration_minutes,screens_viewed,transactions_attempted
S0011221,U009391,D02648,2025-03-06,18,40,10,0
S0011222,U001122,D00723,2025-09-09,23,22,3,4
S0011223,U000668,D02351,2025-08-04,6,24,20,0
S0011224,U003844,D00002,2025-03-28,12,28,12,3
S0011225,U001961,D02153,2025-04-02,0,32,13,1
S0011226,U002820,D04382,2025-04-29,1,6,12,3
S0011227,U008298,D01924,2025-04-24,23,45,5,1
S0011228,U001013,D00958,2025-10-21,17,36,5,4
S0011229,U000815,D01533,2025-07-03,19,38,8,0
S0011230,U009758,D04818,2025-02-20,8,44,16,0
S0011231,U002085,D04047,2025-10-27,16,22,18,1
S0011232,U000961,D02438,2025-07-30,18,3,4,0
S0011233,U000187,D03033,2025-08-18,5,40,5,2
S0011234,U008930,D00179,2025-07-12,22,2,6,0
S0011235,U004045,D03730,2025-07-29,2,14,11,2
S0011236,U009574,D04674,2025-02-06,9,15,15,3
S0011237,U006370,D01126,2025-12-17,21,32,18,4
S0011238,U004628,D00047,2025-04-02,6,32,15,5
S0011239,U009954,D00520,2025-02-05,15,14,7,5
S0011240,U004023,D04396,2025-10-18,3,33,17,2
S0011241,U004215,D02486,2025-04-18,23,1,8,4
S0011242,U005126,D00157,2025-08-10,11,37,14,3
S0011243,U001405,D02556,2025-02-17,4,7,15,4
S0011244,U003787,D01336,2025-05-11,18,5,9,0
S0011245,U006871,D02863,2025-12-15,5,42,4,4
S0011246,U003877,D00869,2025-09-12,13,4,3,0
S0011247,U005846,D04119,2025-10-21,13,20,13,3
S0011248,U004341,D03535,2025-10-14,4,40,7,2
S0011249,U000687,D02560,2025-06-29,6,41,3,3
S0011250,U008977,D00205,2025-08-22,12,9,10,4
S0011251,U006129,D03781,2025-09-23,5,6,11,2
S0011252,U001182,D02881,2025-10-29,21,19,14,1
S0011253,U006724,D02085,2025-09-09,16,24,1,3
S0011254,U009156,D02332,2025-05-13,0,26,3,0
S0011255,U003023,D04777,2025-04-06,2,36,20,3
S0011256,U007743,D04098,2025-12-01,15,2,3,4
S0011257,U005491,D04507,2025-03-03,21,17,2,0
S0011258,U007149,D01520,2025-10-13,13,25,13,4
S0011259,U008702,D04232,2025-08-03,16,27,5,4
S0011260,U003053,D01199,2025-01-14,8,16,7,1
S0011261,U002902,D00023,2025-11-27,14,7,6,3
S0011262,U006304,D02978,2025-12-15,12,22,9,1
S0011263,U004114,D01817,2025-09-17,3,36,12,5
S0011264,U001385,D03179,2025-12-23,10,29,5,5
S0011265,U009237,D02913,2025-06-30,14,40,16,2
S0011266,U000824,D04166,2025-08-09,1,41,12,4
S0011267,U001923,D04093,2025-06-07,5,28,3,4
S0011268,U000549,D01278,2025-11-02,10,19,12,0
S0011269,U003551,D00779,2025-02-28,20,36,5,4
S0011270,U000751,D02714,2025-02-06,4,33,1,3
S0011271,U005832,D03685,2025-04-20,1,15,11,4
S0011272,U002426,D01037,2025-05-07,2,10,9,4
S0011273,U004266,D01744,2025-01-12,17,3,20,0
S0011274,U006810,D00910,2025-07-18,16,45,15,5
S0011275,U006354,D01329,2025-12-05,6,39,1,3
S0011276,U000567,D01134,2025-03-03,14,13,2,5
S0011277,U009529,D01428,2025-06-25,9,5,17,4
S0011278,U007512,D01834,2025-07-13,2,7,19,2
S0011279,U007990,D04828,2025-08-23,18,40,7,2
S0011280,U005451,D04028,2025-12-11,22,19,9,0
S0011281,U001746,D01085,2025-07-12,5,22,14,3
S0011282,U008875,D00538,2025-07-16,21,28,10,3
S0011283,U009068,D03455,2025-01-03,9,29,7,5
S0011284,U007927,D02554,2025-07-31,13,34,20,4
S0011285,U008162,D00536,2025-09-18,9,21,9,5
S0011286,U006120,D04908,2025-05-01,6,37,5,2
S0011287,U007676,D01959,2025-07-14,5,44,6,5
S0011288,U002944,D03796,2025-01-30,7,15,10,5
S0011289,U002017,D01852,2025-09-17,19,25,11,5
S0011290,U009247,D04196,2025-10-06,16,44,17,5
S0011291,U007344,D02133,2025-10-06,23,10,1,3
S0011292,U008249,D00242,2025-01-26,20,3,14,2
S0011293,U008364,D04818,2025-01-30,7,45,13,3
S0011294,U007793,D02661,2025-02-13,17,39,10,1
S0011295,U007244,D01058,2025-08-17,15,7,12,5
S0011296,U008413,D01659,2025-01-08,21,23,11,2
S0011297,U007998,D03426,2025-10-30,17,17,11,0
S0011298,U004539,D02959,2025-12-14,12,39,6,5
S0011299,U009709,D02918,2025-11-26,19,25,16,3
S0011300,U001784,D04195,2025-01-21,0,23,1,2
S0011301,U007879,D04947,2025-07-06,18,29,15,0
S0011302,U003521,D03748,2025-08-10,19,43,5,2
S0011303,U004117,D02937,2025-09-22,3,34,8,3
S0011304,U003964,D04547,2025-04-10,11,45,16,5
S0011305,U003991,D04537,2025-02-05,19,40,3,0
S0011306,U006626,D04980,2025-04-17,23,21,18,2
S0011307,U007793,D02151,2025-12-02,23,17,14,0
S0011308,U009073,D04670,2025-03-11,4,7,11,4
S0011309,U002951,D00589,2025-09-06,8,5,11,2
S0011310,U005514,D01109,2025-07-12,4,44,10,1
S0011311,U000770,D04706,2025-12-29,15,1,9,5
S0011312,U004949,D00314,2025-09-03,21,35,11,4
S0011313,U008699,D02054,2025-11-30,4,33,20,4
S0011314,U000022,D04855,2025-11-16,18,7,20,1
S0011315,U009477,D02208,2025-05-14,8,36,3,2
S0011316,U009494,D03332,2025-07-11,8,42,18,0
S0011317,U001733,D00424,2025-01-08,17,2,10,3
S0011318,U003279,D01058,2025-05-27,14,14,1,5
S0011319,U003771,D04194,2025-12-17,22,7,4,3
S0011320,U008862,D02859,2025-09-01,6,21,15,2
S0011321,U003073,D03805,2025-06-03,2,25,3,0
S0011322,U005752,D01982,2025-07-13,0,9,20,5
S0011323,U006032,D01075,2025-01-06,8,18,3,3
S0011324,U004171,D00960,2025-01-10,2,32,13,5
S0011325,U007400,D03989,2025-11-23,10,20,4,0
S0011326,U000064,D00123,2025-12-30,15,7,17,1
S0011327,U002257,D00646,2025-06-13,4,33,13,0
S0011328,U003618,D00887,2025-02-22,12,4,5,2
S0011329,U001896,D00092,2025-09-28,2,43,5,1
S0011330,U006507,D04617,2025-05-16,20,10,18,1
S0011331,U005355,D02038,2025-07-18,23,30,12,2
S0011332,U000157,D01821,2025-11-26,15,10,20,1
S0011333,U003959,D02606,2025-04-13,9,13,12,0
S0011334,U007762,D00620,2025-02-20,0,14,7,5
S0011335,U005589,D02520,2025-08-19,2,13,2,2
S0011336,U009558,D00660,2025-07-07,11,6,2,4
S0011337,U002367,D03840,2025-11-05,20,41,4,0
S0011338,U003371,D03516,2025-04-18,10,19,5,5
S0011339,U005868,D03942,2025-08-06,9,37,4,4
S0011340,U006056,D02858,2025-09-27,16,25,5,1
S0011341,U002894,D00477,2025-09-02,2,28,15,3
S0011342,U009271,D00987,2025-02-19,7,36,4,3
S0011343,U002102,D03734,2025-08-08,21,39,18,5
S0011344,U006593,D02944,2025-12-20,1,45,2,3
S0011345,U007347,D04176,2025-04-10,19,42,4,2
S0011346,U005194,D00507,2025-06-26,20,24,10,3
S0011347,U001568,D03289,2025-08-24,0,41,18,1
S0011348,U000502,D00443,2025-08-10,8,3,5,4
S0011349,U001805,D02049,2025-05-13,0,20,13,2
S0011350,U004018,D00858,2025-10-06,15,11,15,5
S0011351,U006949,D00134,2025-07-10,10,35,16,1
S0011352,U000385,D00282,2025-04-01,12,38,17,2
S0011353,U002921,D01770,2025-01-07,12,10,4,2
S0011354,U007791,D02262,2025-11-16,7,39,5,2
S0011355,U004032,D04167,2025-11-07,7,45,4,1
S0011356,U007326,D04019,2025-09-19,5,25,8,1
S0011357,U000469,D01210,2025-02-25,21,20,8,2
S0011358,U004531,D00468,2025-01-11,16,7,13,3
S0011359,U004845,D02252,2025-02-05,16,19,20,5
S0011360,U004447,D04157,2025-10-21,12,19,14,3
S0011361,U000245,D04992,2025-05-22,16,24,5,1
S0011362,U009413,D00180,2025-12-29,10,7,2,3
S0011363,U008702,D04551,2025-08-09,9,5,9,1
S0011364,U006302,D01063,2025-06-21,22,39,16,0
S0011365,U009225,D02934,2025-11-04,6,20,15,1
S0011366,U006074,D02662,2025-05-20,8,3,16,3
S0011367,U000002,D04880,2025-04-01,19,39,1,2
S0011368,U007355,D04624,2025-07-08,19,32,13,0
S0011369,U003471,D01716,2025-03-04,17,45,7,2
S0011370,U002001,D02049,2025-10-21,5,12,9,3
S0011371,U008723,D02875,2025-09-04,5,40,10,2
S0011372,U009104,D02311,2025-05-14,18,10,20,4
S0011373,U009669,D00149,2025-12-20,16,6,11,2
S0011374,U004764,D04309,2025-05-03,20,10,15,3
S0011375,U005662,D04607,2025-09-17,12,27,14,2
S0011376,U009215,D01197,2025-03-14,4,43,14,4
S0011377,U008606,D03526,2025-01-07,13,7,12,0
S0011378,U003304,D03094,2025-05-14,10,23,2,4
S0011379,U004263,D00072,2025-04-26,7,32,6,4
S0011380,U006076,D03936,2025-03-05,16,2,10,0
S0011381,U007540,D03869,2025-02-14,14,31,4,4
S0011382,U009256,D01116,2025-08-12,7,8,20,3
S0011383,U009015,D03824,2025-05-12,19,28,12,5
S0011384,U008810,D01756,2025-11-21,4,41,20,5
S0011385,U007123,D02392,2025-06-26,0,10,13,1
S0011386,U002659,D01410,2025-08-17,12,5,10,3
S0011387,U005800,D03627,2025-04-08,5,37,12,4
S0011388,U003131,D04876,2025-06-05,1,40,3,2
S0011389,U006341,D00087,2025-10-04,1,22,5,3
S0011390,U000262,D03812,2025-08-22,10,28,12,5
S0011391,U007531,D00873,2025-11-27,11,11,12,3
S0011392,U000249,D03461,2025-08-10,20,10,17,3
S0011393,U002792,D02130,2025-01-16,4,40,20,2
S0011394,U002631,D01302,2025-02-20,6,11,4,0
S0011395,U009309,D03767,2025-07-24,6,28,4,4
S0011396,U005320,D03311,2025-04-10,14,40,5,4
S0011397,U008239,D01388,2025-08-18,10,18,2,1
S0011398,U006703,D01973,2025-03-28,3,14,1,3
S0011399,U003157,D01912,2025-12-18,6,5,19,0
S0011400,U007754,D02868,2025-12-13,9,12,3,0
S0011401,U008807,D03955,2025-05-08,9,23,17,1
S0011402,U006423,D02883,2025-07-21,1,39,20,1
S0011403,U004162,D01052,2025-09-10,22,37,11,3
S0011404,U005806,D04645,2025-01-19,14,24,1,0
S0011405,U007785,D03428,2025-03-15,8,27,16,3
S0011406,U008768,D01028,2025-12-01,13,5,8,5
S0011407,U006119,D00508,2025-12-10,7,5,4,1
S0011408,U007631,D02219,2025-09-26,20,37,9,0
S0011409,U003637,D04010,2025-06-16,17,12,11,4
S0011410,U007237,D00338,2025-01-22,17,13,10,5
S0011411,U001663,D00311,2025-06-16,15,1,5,3
S0011412,U009735,D04327,2025-06-27,13,16,6,0
S0011413,U008216,D02680,2025-01-29,21,29,16,1
S0011414,U002737,D00906,2025-05-17,11,11,5,1
S0011415,U007021,D02048,2025-06-09,14,34,2,4
S0011416,U009262,D03919,2025-02-27,22,19,15,2
S0011417,U003548,D04326,2025-10-14,22,16,4,4
S0011418,U002978,D03077,2025-12-20,11,29,1,5
S0011419,U004615,D00958,2025-07-08,13,1,17,3
S0011420,U000393,D00352,2025-01-20,1,36,8,0
S0011421,U008295,D03843,2025-09-05,10,9,7,3
S0011422,U005594,D00206,2025-07-12,19,37,10,4
S0011423,U007062,D02993,2025-09-14,21,39,5,0
S0011424,U001740,D03310,2025-04-11,14,40,9,2
S0011425,U003281,D01681,2025-03-13,18,21,10,3
S0011426,U004270,D00958,2025-11-14,19,25,17,1
S0011427,U004133,D04061,2025-02-11,12,10,16,1
S0011428,U007424,D03084,2025-11-29,2,10,5,3
S0011429,U007589,D00185,2025-09-20,15,29,6,4
S0011430,U004464,D01208,2025-05-08,16,39,17,3
S0011431,U001979,D03164,2025-07-14,23,7,9,3
S0011432,U008010,D01074,2025-01-04,4,38,20,1
S0011433,U001713,D01677,2025-07-25,22,22,18,3
S0011434,U005629,D04232,2025-03-15,15,16,1,5
S0011435,U001581,D00845,2025-04-21,4,15,19,1
S0011436,U002842,D04723,2025-10-26,8,42,12,5
S0011437,U007544,D01924,2025-03-09,10,32,11,0
S0011438,U008783,D01467,2025-08-16,9,29,11,3
S0011439,U008388,D04393,2025-09-17,16,8,10,2
S0011440,U003898,D02632,2025-06-05,2,23,6,2
S0011441,U007317,D01701,2025-06-29,0,15,10,5
S0011442,U004228,D01629,2025-11-19,3,4,16,4
S0011443,U002019,D04065,2025-06-30,3,19,11,3
S0011444,U004996,D02240,2025-01-11,17,23,6,1
S0011445,U003851,D01321,2025-03-09,5,43,6,2
S0011446,U003456,D04596,2025-05-16,0,3,7,5
S0011447,U007525,D01391,2025-10-03,16,43,5,5
S0011448,U002188,D01900,2025-09-10,10,37,4,4
S0011449,U004861,D04319,2025-06-21,17,42,13,5
S0011450,U000668,D03768,2025-12-04,10,44,20,1
S0011451,U009839,D03975,2025-09-07,5,41,8,2
S0011452,U004290,D02419,2025-09-30,20,9,13,4
S0011453,U003581,D02166,2025-05-24,9,18,17,2
S0011454,U004091,D00210,2025-03-23,3,24,16,0
S0011455,U008215,D03599,2025-05-09,12,17,15,3
S0011456,U007405,D02094,2025-04-10,5,43,4,0
S0011457,U002304,D00410,2025-10-09,5,14,3,5
S0011458,U008659,D02922,2025-04-18,16,11,4,0
S0011459,U003693,D04398,2025-03-17,12,41,16,2
S0011460,U006515,D00671,2025-10-16,4,30,6,2
S0011461,U007982,D01694,2025-07-23,20,16,8,2
S0011462,U009711,D00761,2025-09-09,3,4,1,4
S0011463,U007954,D02629,2025-09-11,18,41,18,3
S0011464,U008196,D01764,2025-04-14,10,3,16,3
S0011465,U006298,D02928,2025-03-15,7,17,1,1
S0011466,U006707,D02514,2025-05-19,8,20,11,5
S0011467,U001267,D00321,2025-07-12,21,14,13,2
S0011468,U001959,D02868,2025-12-15,0,28,16,1
S0011469,U001528,D04006,2025-04-20,20,11,13,1
S0011470,U001206,D00890,2025-02-27,17,44,15,2
S0011471,U000576,D04108,2025-07-02,13,25,10,4
S0011472,U009983,D04451,2025-04-06,15,5,1,0
S0011473,U005860,D03582,2025-08-25,20,15,20,4
S0011474,U006409,D03133,2025-03-18,1,15,9,4
S0011475,U007325,D02443,2025-02-27,7,8,5,0
S0011476,U006990,D04662,2025-02-24,13,17,19,5
S0011477,U003047,D04905,2025-09-22,7,37,19,1
S0011478,U009946,D01989,2025-03-15,20,10,14,1
S0011479,U004228,D04480,2025-11-10,0,39,14,4
S0011480,U009158,D03839,2025-01-26,23,33,14,2
S0011481,U002598,D02625,2025-08-25,1,29,4,3
S0011482,U005874,D03823,2025-05-21,0,6,10,3
S0011483,U001865,D00232,2025-09-08,21,24,4,0
S0011484,U008477,D01268,2025-12-13,6,28,10,2
S0011485,U006479,D04678,2025-02-12,15,5,20,2
S0011486,U008541,D00009,2025-03-09,10,29,18,2
S0011487,U002858,D03020,2025-01-04,21,38,16,1
S0011488,U003584,D03975,2025-12-06,19,32,8,3
S0011489,U007604,D02022,2025-12-28,9,44,20,4
S0011490,U001921,D00319,2025-09-09,23,16,10,2
S0011491,U003978,D01329,2025-08-14,2,5,1,4
S0011492,U002284,D02668,2025-09-10,2,14,19,0
S0011493,U007755,D02570,2025-02-25,11,27,4,5
S0011494,U004788,D03201,2025-03-25,0,23,16,2
S0011495,U008795,D01789,2025-03-24,3,8,9,5
S0011496,U006215,D02177,2025-05-24,6,9,2,5
S0011497,U004974,D03720,2025-07-07,20,20,14,2
S0011498,U004017,D01912,2025-01-31,1,24,8,5
S0011499,U007487,D00831,2025-01-03,9,3,5,1
S0011500,U007908,D03685,2025-09-26,2,8,13,5
S0011501,U005610,D03101,2025-10-16,13,19,8,5
S0011502,U007535,D03188,2025-05-08,9,28,9,0
S0011503,U002306,D02328,2025-01-05,4,42,20,4
S0011504,U003147,D04226,2025-10-18,17,24,3,0
S0011505,U008053,D03355,2025-09-29,11,29,11,5
S0011506,U000945,D00910,2025-09-16,18,28,10,3
S0011507,U002374,D01424,2025-03-23,0,29,11,0
S0011508,U006799,D04861,2025-07-30,21,27,6,2
S0011509,U003773,D00875,2025-01-10,3,32,14,1
S0011510,U004428,D01415,2025-03-24,17,5,7,2
S0011511,U005700,D02264,2025-08-17,23,16,3,2
S0011512,U002767,D04969,2025-06-09,18,11,4,0
S0011513,U001748,D04881,2025-09-22,17,35,4,3
S0011514,U006946,D04919,2025-02-08,2,25,11,0
S0011515,U001684,D01991,2025-05-09,17,27,15,3
S0011516,U001479,D03524,2025-12-18,19,28,8,1
S0011517,U004567,D03898,2025-06-30,5,29,18,1
S0011518,U007608,D00216,2025-11-24,16,24,2,4
S0011519,U005347,D00204,2025-12-31,23,12,15,1
S0011520,U009003,D00171,2025-01-20,1,32,11,3
S0011521,U003397,D00088,2025-04-01,12,30,18,3
S0011522,U005571,D04987,2025-09-23,4,43,12,4
S0011523,U000839,D02970,2025-01-14,2,8,15,0
S0011524,U002307,D01181,2025-06-22,3,20,9,4
S0011525,U004038,D02708,2025-08-27,17,27,15,3
S0011526,U007909,D04018,2025-05-08,16,28,11,5
S0011527,U002382,D01104,2025-03-30,19,42,12,2
S0011528,U007294,D01124,2025-06-15,11,3,1,2
S0011529,U005886,D01984,2025-08-07,11,28,8,3
S0011530,U006144,D01080,2025-10-09,22,25,20,3
S0011531,U006923,D00605,2025-01-20,12,41,15,0
S0011532,U004941,D02702,2025-01-31,7,12,1,3
S0011533,U001420,D04438,2025-03-23,11,21,6,5
S0011534,U000518,D03845,2025-06-27,23,1,11,2
S0011535,U004540,D03263,2025-08-10,8,31,8,5
S0011536,U004394,D03251,2025-04-15,2,26,5,3
S0011537,U000444,D03158,2025-12-21,1,31,3,3
S0011538,U009644,D02335,2025-05-06,8,8,9,5
S0011539,U000483,D00005,2025-09-30,11,21,11,0
S0011540,U007056,D00207,2025-10-17,22,44,16,2
S0011541,U003085,D02153,2025-06-20,16,34,1,3
S0011542,U006114,D01586,2025-06-07,2,37,1,5
S0011543,U004887,D02772,2025-09-14,18,32,7,0
S0011544,U002636,D04790,2025-10-24,12,4,19,1
S0011545,U004877,D01834,2025-10-28,21,33,17,5
S0011546,U000385,D03850,2025-11-21,0,45,14,2
S0011547,U004469,D01473,2025-11-17,8,38,1,2
S0011548,U009261,D01874,2025-01-13,13,28,5,1
S0011549,U001624,D04081,2025-11-12,21,30,10,0
S0011550,U010000,D01134,2025-05-25,17,12,9,1
S0011551,U000513,D00182,2025-11-02,20,34,12,0
S0011552,U002819,D04403,2025-05-09,2,40,2,4
S0011553,U009422,D04390,2025-08-17,8,45,9,5
S0011554,U005601,D04370,2025-05-06,0,3,12,2
S0011555,U003136,D01852,2025-08-16,21,29,17,0
S0011556,U009957,D04595,2025-01-17,14,28,4,0
S0011557,U008452,D03825,2025-03-20,3,33,14,4
S0011558,U007855,D01179,2025-03-03,23,37,11,5
S0011559,U009300,D04166,2025-11-12,19,23,19,2
S0011560,U007645,D03541,2025-12-28,10,3,18,1
S0011561,U001051,D02893,2025-02-12,18,6,7,3
S0011562,U009374,D02578,2025-03-21,3,42,15,3
S0011563,U005548,D03715,2025-09-22,23,9,12,0
S0011564,U001187,D02158,2025-10-02,3,39,8,3
S0011565,U001025,D02223,2025-03-11,22,6,7,4
S0011566,U000040,D02807,2025-06-21,5,37,9,2
S0011567,U000342,D02703,2025-08-17,7,42,12,1
S0011568,U005452,D01770,2025-08-02,16,1,19,5
S0011569,U007131,D02207,2025-09-04,2,20,19,0
S0011570,U007145,D02696,2025-02-25,22,45,7,1
S0011571,U004290,D00441,2025-11-30,15,3,3,3
S0011572,U009556,D03496,2025-07-02,3,13,15,2
S0011573,U009852,D02597,2025-02-17,6,3,5,1
S0011574,U009130,D00659,2025-03-23,22,15,11,0
S0011575,U000163,D04400,2025-09-14,20,22,11,0
S0011576,U002636,D03566,2025-06-06,12,28,6,0
S0011577,U002535,D02005,2025-08-15,20,32,14,3
S0011578,U003427,D04509,2025-04-28,17,30,13,1
S0011579,U004480,D04474,2025-12-19,0,30,12,5
S0011580,U001045,D02821,2025-02-18,21,3,5,0
S0011581,U009950,D00696,2025-10-19,4,4,13,3
S0011582,U007386,D00202,2025-04-10,5,22,12,3
S0011583,U000558,D00002,2025-07-19,5,21,20,2
S0011584,U009725,D01543,2025-05-03,16,11,15,2
S0011585,U002328,D02158,2025-05-24,21,17,19,4
S0011586,U005701,D02928,2025-08-29,5,11,13,2
S0011587,U003229,D02748,2025-12-23,15,22,1,3
S0011588,U008487,D00425,2025-03-26,14,9,20,2
S0011589,U006785,D04609,2025-04-21,13,34,6,3
S0011590,U009820,D01529,2025-10-10,20,28,8,0
S0011591,U004865,D01725,2025-03-11,21,38,8,0
S0011592,U009421,D02699,2025-04-04,5,41,18,1
S0011593,U007416,D02548,2025-07-17,23,42,7,2
S0011594,U004211,D03579,2025-03-09,2,39,1,4
S0011595,U004628,D03386,2025-06-05,23,10,3,2
S0011596,U001504,D01057,2025-09-13,22,29,5,1
S0011597,U004677,D04626,2025-09-24,9,10,7,5
S0011598,U003045,D03982,2025-02-22,15,2,15,0
S0011599,U004731,D02985,2025-07-21,14,41,13,3
S0011600,U002413,D02541,2025-11-02,16,35,15,0
S0011601,U007922,D02618,2025-09-17,8,34,5,4
S0011602,U001570,D04646,2025-05-03,7,33,14,2
S0011603,U002393,D02050,2025-11-21,5,17,11,2
S0011604,U008511,D00357,2025-11-02,21,31,17,4
S0011605,U006841,D03243,2025-06-02,5,15,2,3
S0011606,U003969,D03214,2025-12-17,15,8,10,1
S0011607,U001400,D01730,2025-11-08,9,17,15,1
S0011608,U002711,D01592,2025-09-29,11,20,3,2
S0011609,U005375,D01904,2025-01-10,20,39,8,3
S0011610,U006527,D01735,2025-05-20,14,3,10,5
S0011611,U007045,D02359,2025-01-06,3,27,11,2
S0011612,U004352,D04653,2025-12-01,21,25,1,3
S0011613,U007821,D01190,2025-07-01,13,40,6,1
S0011614,U005426,D00227,2025-09-18,22,32,3,2
S0011615,U006881,D03223,2025-10-13,11,31,20,2
S0011616,U005439,D04739,2025-05-02,1,12,12,4
S0011617,U005163,D04368,2025-09-16,13,33,5,4
S0011618,U009155,D03862,2025-04-04,18,23,17,2
S0011619,U002353,D02524,2025-02-12,20,21,10,4
S0011620,U007782,D02311,2025-02-16,11,3,13,3
S0011621,U001498,D03895,2025-12-24,22,39,20,5
S0011622,U001552,D00475,2025-07-06,0,39,12,2
S0011623,U008876,D01239,2025-01-14,11,15,13,4
S0011624,U001575,D03547,2025-03-01,20,30,1,4
S0011625,U003654,D01724,2025-12-05,13,7,5,4
S0011626,U001087,D03435,2025-08-29,15,9,20,1
S0011627,U005681,D03809,2025-11-19,12,5,15,2
S0011628,U008443,D00332,2025-09-17,10,14,9,2
S0011629,U002274,D01027,2025-06-26,2,37,4,3
S0011630,U009513,D01333,2025-03-11,6,6,8,4
S0011631,U004664,D02942,2025-08-12,2,31,13,3
S0011632,U005123,D03892,2025-01-12,18,35,8,4
S0011633,U002917,D00113,2025-06-16,14,37,12,1
S0011634,U003620,D03131,2025-07-29,13,10,19,0
S0011635,U002563,D00887,2025-07-14,8,39,12,1
S0011636,U007114,D02296,2025-02-09,20,11,15,0
S0011637,U003978,D04237,2025-12-29,14,43,10,1
S0011638,U003742,D02633,2025-01-23,23,21,18,3
S0011639,U000053,D02655,2025-12-13,4,32,9,2
S0011640,U004517,D02020,2025-01-14,10,15,19,5
S0011641,U000293,D03188,2025-02-12,15,39,2,0
S0011642,U000784,D04925,2025-10-04,19,8,19,1
S0011643,U006955,D01107,2025-08-20,15,2,15,5
S0011644,U004108,D02208,2025-10-11,4,40,4,3
S0011645,U009566,D04069,2025-03-22,11,8,16,4
S0011646,U003778,D04761,2025-07-05,22,10,5,2
S0011647,U008906,D02317,2025-08-04,13,1,6,0
S0011648,U002762,D02768,2025-06-11,17,40,7,2
S0011649,U001080,D00592,2025-09-18,1,41,14,1
S0011650,U007880,D04923,2025-04-03,1,20,6,1
S0011651,U002518,D00625,2025-08-15,1,22,1,1
S0011652,U004431,D00615,2025-10-24,9,8,11,5
S0011653,U009891,D01424,2025-12-01,9,7,4,2
S0011654,U002827,D00428,2025-11-07,20,24,7,0
S0011655,U003259,D01367,2025-01-21,16,25,3,4
S0011656,U004763,D04251,2025-02-17,9,14,13,2
S0011657,U000875,D01085,2025-10-25,2,18,6,4
S0011658,U001136,D02950,2025-10-30,9,23,3,5
S0011659,U007355,D02869,2025-01-05,16,9,11,0
S0011660,U005826,D00998,2025-11-09,19,8,7,2
S0011661,U009402,D01196,2025-04-16,4,34,12,2
S0011662,U001924,D03599,2025-10-09,17,22,18,3
S0011663,U002471,D02540,2025-01-11,20,32,8,4
S0011664,U001167,D03524,2025-09-10,13,25,10,2
S0011665,U006240,D02819,2025-04-18,23,10,2,3
S0011666,U000966,D03322,2025-02-28,12,2,12,0
S0011667,U008203,D00474,2025-06-21,1,36,15,2
S0011668,U009127,D03673,2025-04-29,18,12,10,5
S0011669,U007464,D03896,2025-05-13,10,35,1,3
S0011670,U003527,D02961,2025-08-29,7,1,9,3
S0011671,U006491,D03100,2025-12-16,9,3,10,5
S0011672,U009105,D01135,2025-12-27,15,4,4,2
S0011673,U008875,D01682,2025-02-11,8,23,19,1
S0011674,U007834,D01989,2025-10-09,6,21,14,1
S0011675,U000447,D01494,2025-09-17,8,19,14,3
S0011676,U004922,D04773,2025-09-11,19,9,16,4
S0011677,U009275,D01741,2025-05-26,22,1,16,1
S0011678,U004643,D01748,2025-12-08,5,13,17,3
S0011679,U004807,D04466,2025-11-10,19,41,5,1
S0011680,U004837,D02209,2025-08-16,12,36,11,4
S0011681,U008631,D04117,2025-01-12,8,7,16,3
S0011682,U000274,D01663,2025-05-21,9,4,11,3
S0011683,U006638,D04642,2025-10-20,21,15,20,4
S0011684,U003023,D01724,2025-07-13,18,16,3,1
S0011685,U002966,D04411,2025-07-19,15,22,19,2
S0011686,U009474,D01277,2025-06-21,14,16,6,3
S0011687,U001043,D04367,2025-04-10,12,25,6,1
S0011688,U003916,D00030,2025-03-26,19,26,14,2
S0011689,U003798,D02410,2025-08-04,0,33,14,1
S0011690,U003760,D01460,2025-02-14,14,25,9,5
S0011691,U002942,D03516,2025-01-18,10,9,12,1
S0011692,U006912,D01257,2025-01-05,17,9,16,0
S0011693,U009773,D01590,2025-08-11,13,25,4,0
S0011694,U003057,D00716,2025-06-08,4,37,12,3
S0011695,U009989,D02796,2025-08-02,7,30,20,4
S0011696,U002684,D03694,2025-02-08,8,37,18,4
S0011697,U009901,D01610,2025-07-24,14,12,4,2
S0011698,U008400,D02732,2025-09-05,3,26,4,0
S0011699,U001381,D02413,2025-01-31,15,32,7,5
S0011700,U003921,D01797,2025-12-14,6,1,16,4
S0011701,U008417,D02427,2025-12-01,13,14,9,3
S0011702,U009606,D01826,2025-06-26,11,3,17,1
